"id","profileName","text","date","title","rating","images","helpful","Colour","Size name"
"RM4AUIEOANART","Vasu Kaushik ","Go for it","Reviewed in India on 7 July 2022","Great",5,"",0,,
"R23VWWQX369WUD","Aby Chackiath","if you are a person who ever thought of buying a high performance laptop at a great bargain, this is it ! An Apple Mac with alien tech capable of competing with i9 processor at a price of that processor unit alone. Got it with a great discount and exchange price making my choice a bliss.Speed - Amazing - 10/10Finally a laptop which will say ""Bring it On""Sound -  Awesome - 10/10watch a movie an experience apple magic. I felt that surround sound so many times.Display - Kickass - 10/10I was unsure to whether I will like this 13.3)Ease of use - 10/10Get ready to become addicted !Handling - 10/10Light as a feather. You will feel scared almost everytime you take itBattery - Exceptional - 10/10 - Sure that you will miss its charger !I got 17hrs and 15% battery left on one charge over two days..Watched Netflix a lot, Worked like hell, Did lot of heavy lifting like code builds and all, Countless hours of web and what not ! Like I almost forgot where the charger was since I didn't charge it for two days straight.","Reviewed in India on 5 April 2021","Thinking of Laptop/Notebook - Don't look further",5,"","36","Gold","256 GB"
"R1W1OF9G652X8","Sachin","Very good battery backup and according to be better than pro if compared according to price. Using it for coding.","Reviewed in India on 10 June 2022","Good battery backup",5,"",0,"Silver","256 GB"
"R3IWBRAYELBF1B","Vinayak","A big steal for the price...So happy for the purchase","Reviewed in India on 23 June 2022","Best for everything except gaming...not due to inability but lack of games",5,"https://m.media-amazon.com/images/I/511kNM5U5GL.jpg
https://m.media-amazon.com/images/I/71OPcCy3J0L.jpg",0,"Space Grey","256 GB"
"RIYS7E97B1DLQ","kotipalli kesavarao","Got delivered within 6 hours and I got it at excellent price, 60000 Rs only. I have exchanged a 10 years old mac book pro and applied bank offers and got it for flat 60K.Best in class performance.","Reviewed in India on 7 May 2022","Best laptop in this budget range",5,"",1,"Gold","256 GB"
"R1VUB2IG85WI4H","Kumar Sonu saini","Very good product","Reviewed in India on 28 June 2022","A good product",5,"",0,"Space Grey","256 GB"
"R10GHBSBBX1ZOV","Deepak Sharma","This is the second apple laptop which I have purchased after Macbook Pro 2015 retina model and due to budget constraint I went with MCA istead MBP. But still this MCA has blown away my mind all thanks to M1 chip. Great display quality, sleek design, light weight, super speed, good sound quality are some of the pros of this product. All together it was good purchase decision hence go for it and you'll never regret the purchase. But remeber officially this is Mac OS and not Windows OS.","Reviewed in India on 14 February 2022","Excellent product",5,"",0,"Space Grey","256 GB"
"R239XJLCJR9DBS","raj ku","Good laptop, but MS Excel do not work as compared to windows OS. Alt shortcuts do not works through Mac OS, that irretate me a lot..Good sound, display, build, aluminium body,,,","Reviewed in India on 9 March 2022","All good things could not be possible..",4,"",1,"Space Grey","256 GB"
"R3I3WGI6UYTXP7","Rahul Jain","The best, the fastest, the lightest (in its category), hardcore performer and best at its versatility. Thank you Amazon for making it the best deal. Acquired it for 90K with Zero Cost EMI for 6 months. Delivery on spot, rather received it early, in a well packed package. The delivery agent handed it over with the best ability as he knew its a high ticket parcel.","Reviewed in India on 18 March 2022","Apple's Silicon at its best #MacbookairM1",5,"https://m.media-amazon.com/images/I/51UeCqEt9BL.jpg
https://m.media-amazon.com/images/I/61G5dwmi5-L.jpg
https://m.media-amazon.com/images/I/61mVgg4SdqL.jpg
https://m.media-amazon.com/images/I/71aMbDBUlxL.jpg",0,,
"RSGO9IKOAE45O","navneet.kr.999","It is worth every penny.I have my work laptop hp elitebook 360 of Rs. 1.5 lakhs, but it heats when I'm not using it, but this macbook does not heat when using extremely. During the update, it heats up a little.It will take to get used to mac os, if you're a long time windows user.Screen quality is amazing, sound is also good.","Reviewed in India on 21 March 2022","Macbook air M1",5,"https://m.media-amazon.com/images/I/61WRuq7JbmL.jpg
https://m.media-amazon.com/images/I/716qdDUP29L.jpg",0,"Space Grey","256 GB"
"R13GU9HC4QY3E","Dhanabal","Its my dream laptop ...Battery backup is unbelievable compared to windows laptop ...if u can afford it.u can absolutely go for it","Reviewed in India on 25 May 2022","Excellent Product",5,"",0,"Space Grey","256 GB"
"R3E4CDW0W0K7TN","Prateek Deep","Upgrades were anyway required for the Air product line. As expected Apple provided a good update likePros:2K ScreenFigure printLarge trackpadFast processorImproved key pad.Overall size is goodCons:The camera is still the same as the older MacBook airRest is good with exchange, discount and payback. I get this machine at 55000/- Overall its a good deal","Reviewed in India on 21 March 2022","I have upgraded from Macbook Air (Early 2015) to M1",5,"",0,"Space Grey","256 GB"
"R3LSF814W1NGUS","Ankita","Everything about the product is just so premium battery last for 3-4days depending on the work u do I have being watching IPL matches as well and doing my usual email stuff along with Netflix prime and Hotstar, overall a great product value for money","Reviewed in India on 15 April 2022","MacBook Air",5,"https://m.media-amazon.com/images/I/71R1-tQxhHL.jpg",0,"Space Grey","256 GB"
"R1KCI8Z8AXW8JV","Navin Kumar","Enjoying it, especially typing on this one is a pleasure.","Reviewed in India on 9 June 2022","Purchased Macbook Air M1 in 2022",5,"",0,"Silver","256 GB"
"R211L7QVOOQ7O1","ASHWANI KUMAR","Besides being a beauty and extremely lightweight, this laptop is full of features which put it ahead of all other laptops.1. Battery life - Easily lasts for entire day even with continuous usage. With 4-6 hrs usage, the battery can last for upto 3 days. You dont have to lug the charger everywhere with the laptop.Other laptops dont even come close.2. Speakers- Great surround sound speakers make listening to music/watching movies a great experience/3. Speed - The startup and apps are superfast.","Reviewed in India on 27 January 2022","The best laptop out there !",5,"","2","Silver","256 GB"
"R2SSWUR9EK9778","Amit Subodh","The M1 Chip has brought a revolution in the Apple Eco System. MacBook Air has been my favorite product I have been using it since 2016 when decided to upgrade it after my system started slowing down during multi task. The new laptop gives me satisfaction and value for money. Hope it stays with me for the next 5 years.","Reviewed in India on 20 March 2022","You can't ask for more",5,"",0,"Space Grey","256 GB"
"R2LZZAERLATR6V","PRAKASH SHINDE","Wonderful product","Reviewed in India on 20 June 2022","AWESOME APPLE",5,"",0,"Gold","256 GB"
"R1NV1RFT3ZG2BK","Martin","Good buy","Reviewed in India on 16 June 2022","Awesome.",5,"https://m.media-amazon.com/images/I/71IXuLhHY1L.jpg",0,"Silver","256 GB"
"RLZOTY2PVL5C4","RENJITH R","Swift and perfect","Reviewed in India on 16 June 2022","Excellent",5,"",0,"Space Grey","256 GB"
"RJP4A3VHDMJHZ","Lovish Jain","Probably the only value for money apple product. Just go for it. The best laptop for software developers.","Reviewed in India on 22 May 2022","Value for Money",5,"",0,"Gold","256 GB"
"R3U5CT9N84CWBQ","Vamshi","It is a great product, works very well for normal work use.","Reviewed in India on 29 May 2022","Great Product",5,"",0,"Gold","256 GB"
"R13J0VM536P0HG","Basil .V. Eldho","It is the best laptop at this price point=》Best battery life=》Best performance=》Slim and lightweight=》Good display=》Good Keyboard and trackpad=>best laptop for Students and ProgrammersThe 3 downside about the M1 MacBook air is=》It doesn't support windows with boot camp=》 Inbuilt Webcam 720 p is not as good=》It has only 2 USB C ports and a headphones jack ( no USB A port and no HDMI  port)","Reviewed in India on 17 January 2022","Best laptop at 95k",5,"",1,,
"RVIVP6HDEAWL2","Amazon Customer","Pros1. Best performance2. Light weight, can use during traveling3. Screen quality nice4. Sound is above avgConsI cant find it.","Reviewed in India on 10 May 2022","Best laptop with good performance and light weight",5,"",0,"Space Grey","256 GB"
"R9GGAJ4NHZIRP","Dipak Goswami","This is my first step towards appleTruly I love it build quality great performance great speakers are awsome.","Reviewed in India on 15 May 2022","Just Fall in love",5,"https://m.media-amazon.com/images/I/61cCUIODLEL.jpg
https://m.media-amazon.com/images/I/61jbLqultvL.jpg",0,"Gold","256 GB"
"R8WJKYKMVZBJG","Renu","base storage should be 512gb. And base ram should be 16gb for pricey device like macbook. Apple needs to move macbook Air manufacturing to India like iphone.","Reviewed in India on 15 February 2022","base storage should be 512gb and base ram should be 16gb for the price.",4,"",0,"Space Grey","256 GB"
"R1VUJDFPXH59AK","Shantanu","Best MacBook for everyday use","Reviewed in India on 10 June 2022","Powerhouse",5,"",1,"Space Grey","256 GB"
"R30KEGCB015LF1","sriram sahith d","Easily the best laptop I have used ever. It’s super fast just as your iPhone.","Reviewed in India on 20 May 2022","Best laptop ever I used",5,"",0,"Space Grey","256 GB"
"R1MV81M2JMSK0I","Sartaaj S Sidhu","Nothing is better as far as quality, technology, ease of working and all is concerned when it comes to apple. Really nice . 256 GB very good for normal routine usage.","Reviewed in India on 2 May 2022","A Must Buy.",5,"",1,"Space Grey","256 GB"
"R1ZKKRXWHHRTXE","Ravi Jain","Nice One. Value for money. Must buy","Reviewed in India on 28 May 2022","Nice One. Value for money",5,"",0,"Silver","256 GB"
"R2P9OUUINRO2A7","Abhisek Dhar","The Macbook Air 2020 with M1 Chip is definitely a great laptop to buy for personal usage. Its a premium quality machine with great aesthetics and immensely powered by the M1 chip. However, I was a bit disheartened when I came to know that lots of applications have blocked the M1 chip and you cannot install them in this machine (like Instagram, Netflix etc). Overall it might look a costly one to buy, but if you are okay with MacOS then this is the best thing that comes in 93,000 INR. Dell XPS with similar configuration is costlier than this. Go check youtube reviews for this machine to know more in details. Its your hard-earned money so make sure you invest in the right stuff.","Reviewed in India on 17 July 2021","No doubt its a good laptop",4,"https://images-na.ssl-images-amazon.com/images/I/A1Y7t0nglLL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1F5W0M0chS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1MIiue0gSS.jpg","8","Gold","256 GB"
"R3JD6TSY1YYAKI","Pranay Sarkar","The best laptop below 1 lakh, if you don't game. That's it. Superb display, out of the world battery. In my three charges, it went 16, 12 and 15 hours respectively. That's insane. It's blazing fast in everything. Almost every app now supports native M1 chip.Apple has done a wonderful job, and it's completely value-for-momey.","Reviewed in India on 3 March 2022","One of its kind",5,"https://m.media-amazon.com/images/I/71OoBBN1xqL.jpg
https://m.media-amazon.com/images/I/812BHIuxfbL.jpg
https://m.media-amazon.com/images/I/81kB8f7O+aL.jpg
https://m.media-amazon.com/images/I/81kNK5ZKUqL.jpg",1,"Gold","256 GB"
"R22G0W1QETI0V","Gopal","Nice quality","Reviewed in India on 4 June 2022","Value for money",5,"",0,"Silver","256 GB"
"R80KYO12G9O5B","Arjun","Pros:Excellent built qualityThin and lightFast processorSharing with my apple phone is a delightEverything good about appleCons:Connectors - only 2 type c ports on this, needs to buy a connector deviceNoticed a bit of heat while editing a 4GB video footage.Needs a little bit adapting if migrating from a windows ecosystem","Reviewed in India on 2 March 2022","Day 1 of having the macbook air- Excellent Laptop",5,"https://m.media-amazon.com/images/I/71hdijKoxaL.jpg",1,"Space Grey","256 GB"
"R3IXWS36206XCZ","KARAN SHAH","Excellent machine! The battery life is better than your mobile phone 8hrs on heavy usage 12hrs on medium and more on just light usage.But you have to spend extra on USB type C Hub for more ports. This is a big draw back and you have to buy MS office separately. Just include it into your budget.Need not to go for 16GB RAM even for video editing or gaming. 8GB works great and there is no heating issue at all, save your bucks. Best among the lot. In today's date M1 processor is the best as per the performance and wattage consumption.I will recommend it.","Reviewed in India on 4 August 2021","You have to spend INR 8 to 10K extra on MS office and a port C Hub.",4,"","21","Gold","512GB"
"R32X2LIMGWGA46","Vijay","Good for developers, students and video editors. Don't expect gaming for sure.","Reviewed in India on 20 May 2022","Incredible",5,"https://m.media-amazon.com/images/I/71erJMx+8YL.jpg
https://m.media-amazon.com/images/I/811X-Gs2SLL.jpg
https://m.media-amazon.com/images/I/813fBlSeNSL.jpg
https://m.media-amazon.com/images/I/81Okpin4dAL.jpg",0,"Space Grey","256 GB"
"R1ZP4TI6EMYFVD","Anindya","The upgrade was pretty long overdue. Got at a very good price due to the festive season and got decent exchange price for my 7 year old MCB air 11 inch. Had to spend around 10 K for additional accessories to switch from USB A to USB C, and another 8 K for the new office. So the overall cost of ownership is close to a lakh. This will last for quite a while so every penny worth it.","Reviewed in India on 16 December 2021","A good upgrade from my 7 year old MCB Air 11 inch.",5,"https://m.media-amazon.com/images/I/71weZgpCJRL.jpg
https://m.media-amazon.com/images/I/81PtX-+XdAL.jpg",0,"Gold","256 GB"
"R34O9FGFXLGFRM","Ratan Lal Sundesha","Finally got my dream Book 😍Totally value for money, easy to carry.","Reviewed in India on 14 May 2022","Easy to access",5,"",0,,
"R1T2KHINNJ632Y","Harish","Apple products are always value of money !","Reviewed in India on 23 May 2022","Excellent!",5,"",0,"Space Grey","256 GB"
"R1NW50J561QGQB","BINAY KHOLIYA","First....I was getting nervous ...should I buy from amazon or from store.....finally made decision and ordered from amazon......Its 100% original product...I have chacked everything, every youtube trick to find that the product is genuine  or not....It's 100% original product and got every benefits  like 1 year warranty and apple care service......","Reviewed in India on 21 February 2022","Nice product.....",5,"",0,"Space Grey","256 GB"
"R33JYJYPD7RTAX","Rakesh Tirkey","Nice Experience","Reviewed in India on 29 May 2022","MacBook M1",5,"https://m.media-amazon.com/images/I/71Nh-T3UXoL.jpg
https://m.media-amazon.com/images/I/71qe2z+7J8L.jpg",0,"Space Grey","256 GB"
"R22NKMB0CJ48VK","Hemant","Great product at good price.","Reviewed in India on 27 May 2022","You cannot go wrong with an Apple.",5,"",0,"Space Grey","256 GB"
"R188GRUVM4GVUO","abhishek kashyap","Pro1.Battery : more than 15hr in day to day software development use.2. Exilent performance3. Best build quality4. Instant open5. Most secure6. Trackpad you will love itcons:1. M1 chip not support all the software.( It will improve with time).2. Keyboard ( It sucks. specially if you are typing for long time. No key travel)3. Ram (Go for for 16gb I have done this mistake. It will help you on longer run)4. If you are planning to do longer work like ( Video editing, Machine Learning or Deep learning) It will heat  a lot ( Go for pro version )5. you have to buy office :)","Reviewed in India on 28 August 2021","Value for money",5,"",1,,
"RWGU6JJP4FFER","DURGA SHANKAR AVASTHI","It's just awesome one word is enough ..I moved from windows to mac , so it was difficult to understand but after 1 day it was just superb.But about the heating I cnt say much now will update review once in summer condition .But battery Is more than enough, Works like makkhan","Reviewed in India on 13 February 2022","It's just awesome one word is enough ..",5,"https://m.media-amazon.com/images/I/71ZmMoOdaXL.jpg",0,"Gold","256 GB"
"R2I2PKSJCE8685","Harsh","Has been 3 months. So far looks good. No Lag, using multiple apps at a time for coding. Battery lasts around 8-10 hours on wifi + youtube + ~6 chrome tabs + vscode all way.Possible cons:Battery is great but lasts less than Macbook ProKeyboard seems of low quality","Reviewed in India on 17 February 2022","Great Product",5,"",0,,
"R2UP81P55X7S0B","tech geek","Pros:-1. It's Superfast. It will feel fast on everything - from bootup, to app opening, to builds etc.2. It's slim. Air has no fan hence it's form factor is even slimmer than Pro.3. It remains cold even during heavy code builds. It's hard to find things which makes it warm actually.4. I have tried several graphics heavy games and they run great without any heat as well5. If you are just browsing with Wifi on, typically it loses 10% battery in 7-8 hours. But it's for Safari browser. It has achieved I guess what people will call power-efficiency nirvana.6. Screen, Sound and Mic quality are awesomeCons:-1. Since it's winters in India now, some people might not like that it doesn't heat up the surroundings2. For longer workloads - like if you are doing daily large video compressions/conversions and that takes like 15-20 mins, then this machine will not work as fast as Pro; as that's not the load it's optimised for. But ask yourself - whether you are gonna do that at all.3. Camera is 720p and that sucks about every other laptop as well. But Apple has brought some software optimisations which will make it look better4. It doesn't make sound of fan, so you might feel asleep if you are used that to keep track of your ML jobs.Apple started a revolution with this. Go for it, it's worth it.","Reviewed in India on 24 January 2021","It's alien technology",5,"","727","Gold","256 GB"
"R2HYLX12VSWZNB","chirag","Camera quality is very poor but overall a good laptop to buy","Reviewed in India on 1 March 2022","Good",4,"",0,"Space Grey","256 GB"
"R25OIHIFP312EB","Hemdeep Ray","There is nothing to dislike about Apple's M1 line. Takes a month or two to get used to all the gestures, especially for a Macbook virgin like me.","Reviewed in India on 12 April 2022","There is a reason why Apple builds laptops",5,"https://m.media-amazon.com/images/I/61tclypBEXL.jpg
https://m.media-amazon.com/images/I/71+J38oDgFL.jpg",0,,
"R1EADKH9XZ9OIT","Dennis Nathaniel","Great quality - takes some time getting used to, if you’ve been using windows pc/laptop!Premium product","Reviewed in India on 9 May 2022","Great quality as usual!!",5,"",0,,
"RUKF7LB8ILW4D","S Zeet","I have been using for about two weeks and I am very happy with the performance this Laptop gives.There are only three things which I’m not comfortable with,1. When you open the laptop, you will need both hands, one to hold down the base part of the laptop and another to hold the lid else you will lift the laptop instead of opening.2. The caps lock key is bit tight to press, not like other keys. But it still works fine, I just have to press a little harder then I press other keys. I don’t think this is an issue with all the macbook.3. The USB ports are to closed to each other. It gives me some problem when I wanted two USB device in a same time.Other then these, I am very happy.","Reviewed in India on 30 June 2021","Super performance",5,"","3","Space Grey","256 GB"
"R56S7C9MO7PKS","Shubam Jalotra","Best value for money laptop.I got it around 81k(10k bank offer +14.5k exchange offer) with 512gb ssd and 8gb ram.So far satisfied with the product as i use my laptop for coding practices(web and Android application development)","Reviewed in India on 18 March 2022","Best in its segment.",5,"",0,,
"ROROFJDT25W89","Sri Surya Kumar M","Amazing Performance Where the camera quality disappoints","Reviewed in India on 13 May 2022","Amazing Perfomance",5,"",0,"Gold","256 GB"
"RAPOG4W1L98BS","Tirthajyoti Roy","But performance is not as expected","Reviewed in India on 8 March 2022","Best battery",4,"",0,"Gold","256 GB"
"R15UU36YA017U1","Shivani","I am writing this review after a month of purchase. The apple m1 chip makes everything so much better. A lot of people told me that MacBook Air m1 is very close to the pro. Now I see why. The battery life is shockingly too good for an apple device. I use the laptop for browsing, emails, watching content and MS office; all of this runs flawlessly on this machine. The design is beautiful. The photos don’t do justice to the actual gold colour. I brought gold because space grey wasn’t available even after a long wait but I’m glad that happened because this is a rose gold colour and it looks splendid.This machine is worth every penny even without discounts, but if you get it with some credit card discount or good exchange deal like I did, don’t wait at all.","Reviewed in India on 12 May 2021","Perfect machine for daily use",5,"https://images-na.ssl-images-amazon.com/images/I/A10hz28AaOL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1tV486nBYS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1CXCwwKtES.jpg","8","Gold","256 GB"
"R3F94NDDDSCRB7","Aditi sharma","I am so happy to get it from here! Got great discounts! Which were not even available on apple stores! Also got silver color! Which was apparently unavailable in Mumbai!","Reviewed in India on 4 April 2022","Amazing product",5,"",0,"Silver","256 GB"
"R289JO87MR2Z64","Amazon Customer","I am not a programmer or a graphic designer but I needed this for coursework and statistical analysis. The battery seems to be everlasting and I charge it once in 2 days and even that is super fast. The weight is light and the ergonomics is great. The MacBook interface is just great and you won’t regret this purchase. It took me a day to get used to it, being a previous Windows user but everyday I discover new hidden features and it’s great. Don’t buy it to show off but buy it for the absolute workhorse that it is.","Reviewed in India on 9 September 2021","The battery is insane 🔋",5,"","4","Silver","256 GB"
"R2M99ZAVDV66NK","Ratnakar","Worthy of penny","Reviewed in India on 14 May 2022","Nice product",5,"",0,"Gold","256 GB"
"R36YSRF6OVFR82","Gireesha B.","It is good and worth for money. It is not comparable to any one","Reviewed in India on 29 April 2022","Good",5,"",1,"Space Grey","256 GB"
"R2WHITXNRJWOQ0","Amazon Customer","I took lot of time to take a decision to invest money on this laptop. Finally, I'm very much happy that it exceeded my expectations.Pros:Good batterySoundDisplayKeyboardCons:Camera quality (But with proper lighting, its not a major issue)Cost of accessories.","Reviewed in India on 5 February 2022","Worthy to purchase",5,"","3","Space Grey","256 GB"
"R1IXUS08167R6H","Amazon Customer","This is my first MacBook. I am not a video editor or software professional. So can speak about the design and overall performance only. It’s good enough for my daily office works and browsing. Only thing I required was office tools like excel, word and PowerPoint, that was not there but I purchased office 365 and managed it. I think response time is pretty more comparing to my previous HP intel i5 10th gen. but overall it’s good looking and very handy. Battery life is excellent no words to say, similarly video clarity and sound is also awesome. Apple was dream for me and now I owned it.","Reviewed in India on 14 August 2021","Awesome…!",5,"","2","Gold","256 GB"
"R2W2SC2VO5ZLAS","Prakash Chandra Pathak","The main difference from Intel chip MacBook is that M1 chip MacBook Air is always 3-4 degrees cooler, it gives you better battery life.Also sound quality of this MacBook is amazing.It’s high time Apple did something another the web cam. Compared to any iPhone, MacBook webcam is very primitive!","Reviewed in India on 10 January 2022","M1 chip is so much better than Intel",5,"",0,"Space Grey","256 GB"
"R2CVNDS45KSOBS","Arun Ramanathan","I have been using the product for the past two weeks or so and literally there is no negative aspect with this product. Only thing which could have been better is the USB ports.Otherwise one could just close your eyes and simply go on for it ! Best price to value laptop for sure !!!","Reviewed in India on 13 December 2021","Simply the best laptop of 2020 ! Apple has nailed it with the M1 processor :)",5,"",0,"Space Grey","256 GB"
"R38ZNJFTT68ZBX","Ankit","I feel motivated using this super fast machine, I switched from Dell (intel core 2 duo) ;)","Reviewed in India on 28 April 2022","Best",5,"","2","Gold","256 GB"
"R2UELZO13FP2WW","ChaliKahani","What can one say, it's a must have for anyone who loves more than 5 feet away from a switch board. Just buy it and get it over with, don't overthink.","Reviewed in India on 22 March 2022","Buy it for the battery, live with it cause it's amazig",5,"",0,"Space Grey","256 GB"
"R79UWY3Q4U0NE","Rohit Nagpal","The best value for money laptop","Reviewed in India on 30 April 2022","Very good laptop. Fastest delivery",5,"",0,"Space Grey","256 GB"
"R1TKPWKC10ITQI","Sreetama"," Very light weight and smooth finish. Loving every bit. Wonderful sound quality and awesome features. Apple is love","Reviewed in India on 23 May 2022","Apple MacBook ❤️",5,"https://m.media-amazon.com/images/I/71stmeMr+1L.jpg
https://m.media-amazon.com/images/I/71zFh1Z+kDL.jpg",1,"Gold","256 GB"
"R15VJXXTCMIOM8","YajiV","Pros:- Battery Life - No other laptop with this form factor comes near to this one.- Performance - With the M1 Chip processor from Apple, Software and Hardware work together like magic.- No Fan for cooling the processor, so super silent.- Compact and lightweight.- Mac OSCons:- Normal limitations related to Mac OS (For example, gaming).Recommendation:The best Apple laptop period.  Go for it if you are not a gamer or dependent on software exclusive to windows.","Reviewed in India on 8 September 2021","Amazing Laptop",5,"",1,"Gold","512GB"
"R1HDOHRQXXVKYF","rajani kant gautam"," If you like Apple 🍎 go buy it.. could easily run for more than 5 years.. BTW I am not in picture","Reviewed in India on 28 May 2022","Nice and expensive",5,"https://m.media-amazon.com/images/I/71bAZSxgJjL.jpg","6","Space Grey","256 GB"
"R1J99KMGC74Z6I","senthil kumar","Well this is my first mac book!It's been more than 2 weeks!  So far I have no complaints. Laptop boots up within 10 secs, battery life lasts more than 3 days. I have been doing basic stuff like browsing, connecting my ssd to transfers and watching movies to videos. I am not sure if its worth the money though as its pretty expensive for the basic model which is 86900 inr. As we know already its a fan less model, it literally has zero noise, it's gets very little warm on the surface after and hour or two of usage.  Will give an complete review post 2 months.","Reviewed in India on 16 April 2021","Mac book air M1 review post 2 weeks of usage",4,"https://images-na.ssl-images-amazon.com/images/I/C1-Hty9z-pS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1J0SKg7VqS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1ZJP57TbpS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1cSOC4NWxS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1z60wGgxRS.jpg","34","Space Grey","256 GB"
"RMFKCY0UWTFUD","arun Kumar","I am reviewing after using one month.Its battery life,screen quality,performance is best and very light weight laptop.","Reviewed in India on 10 April 2022","Best laptop at this price.",5,"",1,"Space Grey","256 GB"
"R2G5DPY231GBXH","Peerujagadish","The best thing about apple is that it wont compromise on any spec’s. It has a great battery life with 15 hours plus screen on time. Best in its price. I’m very much satisfied with my purchase.","Reviewed in India on 22 February 2022","The  m1 chip , the build and thebattery",5,"https://m.media-amazon.com/images/I/71MsFOrkU2L.jpg",0,"Space Grey","256 GB"
"RV23O1F4Y2SKR","ravi saurav","Great screenNo issues yet","Reviewed in India on 25 April 2022","Good Buy",5,"",0,"Gold","256 GB"
"R1F44XC9GYSMSY","Amitabh D","The speed with which native apps open is amazing, the battery life is fantastic.You will need to spend more money on the right connectors etc, especially if you want a desktop setup. My Thunderbolt 2 monitor has a lot of USB-A ports to connect my mouse and keyboard and all I had to get was the (rather expensive) Apple Thunderbolt 3 to Thunderbolt 2 connector for Rs 4,500 (which I paid for with my Amazon Card cashback). There are no third-party options. Made more sense (given my needs) than spending Rs 6,000+ on a flimsy USB-C hub or Rs 12,000 on a USB-C dock like the Dell D6000. Thunderbolt docks in India are overpriced and unnecessary if you don't need the speed.","Reviewed in India on 8 April 2021","Fantastic laptop, slightly expensive in India.",5,"","5",,
"R35ID25FVOHPAI","Amazon Customer","It is truly a amazing experience using M1 Mac Air .. superb quality and superb performance of official and professional work music recording and editing videos","Reviewed in India on 24 March 2022","Excellent Machine",5,"https://m.media-amazon.com/images/I/71QSzqvfMaL.jpg
https://m.media-amazon.com/images/I/81Tf3QAdeYL.jpg",1,"Gold","256 GB"
"RHJO4MNW7WQ3M","Gopal","Had some issues around delivery but finally managed to get this. Have been a MacBook Air user so difficult for others to replicate its overall performance.","Reviewed in India on 15 March 2022","Difficult to get anything better than an Apple",5,"",0,"Space Grey","256 GB"
"RPFRGKCHWPAJZ","Tara","Within a month of the use trackpad stopped working. At that time Apple care told me now it cannot be exchanged/replaced as the replacement window is over. I left with only choice of getting the hardware replaced. Now again within a year same issue, the trackpad has stopped working. Even worst I need to pay for new part this time as the warranty has expired. I bought this for my daughter's study and uage is very minimal. It doesn't seem like using apple product. Feel like cheated!!","Reviewed in India on 13 August 2022","Don't feel like Apple product",2,"",1,,
"R3AR5WVWB8XBBI","PCZ","Apple being Apple, everything is excellent. However,  I ordered Spaceport but Amazon delivered Gold. As I got with good discount,  I had to live with it.","Reviewed in India on 13 November 2021","Amazon bungled the delivery!",4,"",0,"Gold","256 GB"
"R3IMRHLAOZ15X2","Girish k","This laptop I've got it for 75k with HDFC offers, which is the best deal. Also, battery backup is simply amazing and with rest of the device am sure all by now know it has an awesome screen. However the only expectation is apple to quickly load apps customized to M1 into their store or atleast most used ones. Overall build quality is 10/10, screen 10/10, performance 10/10, support 9/10, battery 10/10, sound quality 8/10, value for money 9/10.","Reviewed in India on 25 August 2021","THE BEST ONE",5,"","5","Gold","256 GB"
"R1TCVXIKNC29Q0","Mrityunjoy","Definitely a good choice for a first macbook purchase.","Reviewed in India on 13 April 2022","Best value for money packed with a superior performance boost.",5,"",0,"Gold","256 GB"
"R1NB7PSTU72392","Manish Kumar","Cons:1. Logo doesn't glow as expected.2. There is no extra 8gb GPU. This is just a false statement used for marketing.Pros:1. Got the expected colour, space grey2. Excellent battery life3. Speaker Sound quality amazing4. Fast processor.","Reviewed in India on 29 August 2021","Expectation matched reality",4,"https://m.media-amazon.com/images/I/D1NTRDO0mnS.jpg",1,,
"R3G2YPH0O156G7","Rishi J."," Just amazing","Reviewed in India on 12 June 2022","Smooth, fast lightweight,",5,"https://m.media-amazon.com/images/I/71bDR5CFlaL.jpg",0,"Space Grey","256 GB"
"R18FRWB5JGRMEM","Rajesh Kumar",,"Reviewed in India on 8 February 2022","Amazing experience",4,"https://m.media-amazon.com/images/I/61ya78bIR5L.jpg",0,"Space Grey","256 GB"
"R3UVQZGJPG8QX9","Advocate Kartik Khanna","Just seems small and average camera, rest everything is amazing","Reviewed in India on 22 January 2022","Nice",4,"",0,"Space Grey","256 GB"
"R1QB8JUO2U2LXP","Aniket V.","The best laptop I have ever used! I switched from windows to apple for the very first time. And it was worth it. This piece begs you to keep working! The most significant plus point is definitely battery life. I charged it on one Saturday night and with daily usage of nearly 1-2 hours of YouTube and coding, till next Sunday it was at 19%. Just mind-blowing!Display is awesome, sound is awesome too!Definitely worth it","Reviewed in India on 17 August 2021","Spectacular!",5,"https://m.media-amazon.com/images/I/51vxKwRpQvL.jpg",1,"Space Grey","256 GB"
"R1CBMMAYN4ZZLF","Washim Akram","Except it ports..i like everything about it.","Reviewed in India on 13 April 2022","Best of everytime.",5,"https://m.media-amazon.com/images/I/619Jyoji86L.jpg
https://m.media-amazon.com/images/I/61mE6mI+JwL.jpg
https://m.media-amazon.com/images/I/71a5+Kw6NSL.jpg",0,"Space Grey","256 GB"
